date,description,amount,category,payment_mode,is_anomaly
2024-06-15,ICICI personal loan EMI,13412.67,EMI & Finance,UPI,0
2023-04-19,1mg order,3827.26,Health,Credit Card,0
2024-12-15,Municipal tax,1667.99,Bills & Utilities,Cash,0
2024-10-25,DTH recharge - Tata Sky,675.45,Bills & Utilities,Credit Card,0
2023-11-20,Myntra personal care,311.25,Personal Care,UPI,0
2024-08-27,Thyrocare test,3710.9,Health,UPI,0
2023-02-18,Spencer's retail,5494.25,Shopping,Credit Card,0
2023-04-19,IndiGo flight,1712.33,Transport,Net Banking,0
2024-02-03,Croma electronics,3559.31,Shopping,UPI,0
2024-04-17,Airtel recharge,2119.46,Bills & Utilities,UPI,0
2023-11-11,SBI home loan EMI,19455.37,EMI & Finance,UPI,0
2024-06-15,Salon haircut,1931.46,Personal Care,UPI,0
2023-09-10,Myntra personal care,1750.87,Personal Care,Net Banking,0
2023-03-02,Gym membership,117.26,Personal Care,Debit Card,0
2024-03-20,Subway,1135.54,Food,UPI,0
2024-01-24,Municipal tax,620.05,Bills & Utilities,UPI,0
2024-09-29,Gym membership,1520.28,Personal Care,UPI,0
2024-06-21,HDFC Life insurance,21077.52,EMI & Finance,UPI,0
2024-10-26,Stationery,14951.15,Education,Debit Card,0
2023-08-29,Uber ride,2528.65,Transport,UPI,0
2023-04-29,Books - Amazon,12222.49,Education,UPI,0
2023-11-04,Mutual fund SIP - Zerodha,7746.71,EMI & Finance,UPI,0
2023-02-20,Books - Amazon,7983.84,Education,Credit Card,0
2024-07-23,Reliance Digital,6540.37,Shopping,UPI,0
2023-09-03,HDFC car loan EMI,16597.56,EMI & Finance,UPI,0
2024-06-01,Blinkit grocery,2165.43,Groceries,UPI,0
2024-08-18,Axis Bank credit card bill,18857.64,EMI & Finance,Credit Card,0
2024-09-16,Stationery,7641.31,Education,UPI,0
2024-01-18,DTH recharge - Tata Sky,1875.29,Bills & Utilities,UPI,0
2023-10-05,BMTC bus pass,2464.25,Transport,Credit Card,0
2024-01-03,ICICI personal loan EMI,12528.02,EMI & Finance,UPI,0
2023-08-27,Myntra personal care,1017.69,Personal Care,Credit Card,0
2024-03-06,Pizza Hut,839.99,Food,UPI,0
2024-09-10,Salon haircut,2234.61,Personal Care,Debit Card,0
2023-07-12,Amazon India,1899.43,Shopping,Credit Card,0
2023-12-10,Spencer's retail,3792.82,Shopping,Net Banking,0
2024-05-13,Flipkart order,759.62,Shopping,UPI,0
2024-08-02,Zee5 subscription,1069.07,Entertainment,Net Banking,0
2024-06-03,RedBus ticket,385.53,Transport,UPI,0
2024-08-16,Flipkart order,2234.04,Shopping,Cash,0
2024-08-01,Cult.fit subscription,727.13,Personal Care,Credit Card,0
2023-12-09,MedPlus medicine,3922.6,Health,Net Banking,0
2023-07-13,Gym membership,2012.24,Personal Care,Credit Card,0
2024-08-09,Nykaa beauty,7836.2,Shopping,UPI,0
2024-01-05,BigBasket order,861.05,Groceries,UPI,0
2023-05-14,Petrol - Indian Oil,2576.8,Transport,UPI,0
2024-10-22,HDFC car loan EMI,24561.34,EMI & Finance,UPI,0
2024-10-04,Fastag recharge,1987.5,Transport,Cash,0
2024-06-07,BMTC bus pass (unusual),18198.15,Transport,UPI,1
2024-10-28,Diagnostic lab - SRL,497.63,Health,Net Banking,0
2023-10-20,Dunzo grocery,1402.73,Groceries,Net Banking,0
2023-08-23,College fee,4499.43,Education,UPI,0
2023-11-18,Swiggy Instamart,798.53,Groceries,UPI,0
2024-08-02,Axis Bank credit card bill,20523.91,EMI & Finance,Cash,0
2023-05-31,Spencer's retail,4198.61,Shopping,Net Banking,0
2024-06-12,TATA Power bill,672.87,Bills & Utilities,Net Banking,0
2024-01-24,HDFC Life insurance,2016.56,EMI & Finance,Credit Card,0
2024-12-11,Coursera subscription,2506.42,Education,UPI,0
2024-12-25,ICICI personal loan EMI,2664.11,EMI & Finance,UPI,0
2023-11-17,Society maintenance,2147.56,Bills & Utilities,Credit Card,0
2024-12-30,Myntra clothes,6976.78,Shopping,UPI,0
2023-08-01,Society maintenance,2274.5,Bills & Utilities,Debit Card,0
2024-12-03,IRCTC train ticket,4179.81,Transport,UPI,0
2024-12-14,Doctor consultation fee,2986.34,Health,Debit Card,0
2024-04-29,PVR Cinemas,829.12,Entertainment,Cash,0
2024-06-28,LinkedIn Learning,12528.62,Education,UPI,0
2024-12-31,DMart grocery,650.92,Shopping,Credit Card,0
2023-11-07,BookMyShow movie,145.04,Entertainment,Credit Card,0
2024-04-15,MedPlus medicine,3759.77,Health,UPI,0
2024-05-08,DTH recharge - Tata Sky,3407.87,Bills & Utilities,UPI,0
2024-12-04,JioMart,747.68,Groceries,Debit Card,0
2023-10-10,IndiGo flight,2525.82,Transport,Credit Card,0
2024-03-13,Stationery,2727.05,Education,UPI,0
2023-03-01,INOX movies,818.06,Entertainment,UPI,0
2024-12-11,Salon haircut,1561.59,Personal Care,Credit Card,0
2023-08-31,Books - Amazon,14620.64,Education,Debit Card,0
2023-11-21,1mg order,2133.19,Health,Net Banking,0
2024-12-21,Airtel recharge,1537.87,Bills & Utilities,Credit Card,0
2024-01-10,Ajio fashion,5874.56,Shopping,Debit Card,0
2023-09-16,Diagnostic lab - SRL,279.82,Health,UPI,0
2023-11-16,Flipkart order,4049.92,Shopping,UPI,0
2023-04-24,Dunkin Donuts,838.75,Food,UPI,0
2023-04-09,BESCOM electricity,2461.96,Bills & Utilities,Credit Card,0
2024-09-24,DTH recharge - Dish TV,3011.04,Bills & Utilities,UPI,0
2023-12-20,Doctor consultation fee,1991.95,Health,UPI,0
2023-04-06,YouTube Premium,557.53,Entertainment,UPI,0
2023-03-17,Zee5 subscription,1497.83,Entertainment,Cash,0
2023-11-28,Piped gas bill,2484.33,Bills & Utilities,Credit Card,0
2024-07-10,Coursera subscription,11900.74,Education,UPI,0
2024-08-20,Amazon Prime,913.24,Entertainment,Credit Card,0
2024-05-02,IRCTC train ticket,1954.23,Transport,Cash,0
2023-03-15,LinkedIn Learning,12583.64,Education,Debit Card,0
2023-09-11,HDFC Life insurance,22691.12,EMI & Finance,UPI,0
2023-10-17,Netmeds delivery,3040.41,Health,Cash,0
2023-04-03,Amazon Prime,748.15,Entertainment,Net Banking,0
2023-01-17,Nature's Basket,2739.96,Groceries,UPI,0
2024-03-16,Udemy course,14312.42,Education,UPI,0
2024-04-16,Nature's Basket,2889.53,Groceries,UPI,0
2024-09-23,Myntra personal care,826.72,Personal Care,Debit Card,0
2023-09-28,Municipal tax,3104.45,Bills & Utilities,Net Banking,0
2024-01-28,Axis Bank credit card bill,24557.82,EMI & Finance,UPI,0
2024-01-03,Laundry service - Urban Company,1866.21,Personal Care,UPI,0
2024-08-15,Practo consultation,4100.62,Health,Debit Card,0
2023-06-02,Zepto delivery,933.7,Groceries,UPI,0
2024-04-15,Piped gas bill,3155.09,Bills & Utilities,Net Banking,0
2023-10-17,Fortis hospital,451.93,Health,Debit Card,0
2023-03-16,Dunkin Donuts,453.62,Food,Debit Card,0
2023-02-05,Local kirana store,1001.73,Groceries,UPI,0
2024-03-28,Laundry service - Urban Company,2018.98,Personal Care,Debit Card,0
2024-04-27,More supermarket,1580.19,Groceries,Credit Card,0
2023-08-21,LIC premium,11580.0,EMI & Finance,Net Banking,0
2023-09-04,INOX movies,203.89,Entertainment,UPI,0
2024-01-17,Diagnostic lab - SRL,641.17,Health,UPI,0
2023-09-12,ICICI personal loan EMI,7699.09,EMI & Finance,Credit Card,0
2023-01-30,Local kirana store,775.35,Groceries,UPI,0
2023-11-01,College fee,3760.57,Education,Cash,0
2024-11-25,Burger King,893.07,Food,Credit Card,0
2024-06-14,SIP - Groww,11088.29,EMI & Finance,Credit Card,0
2024-10-26,Kotak credit card,3895.67,EMI & Finance,Credit Card,0
2024-06-05,Uber ride,593.13,Transport,Credit Card,0
2024-12-14,College fee,10169.95,Education,UPI,0
2024-06-08,INOX movies,292.59,Entertainment,Credit Card,0
2024-02-12,INOX movies,1319.89,Entertainment,Cash,0
2023-05-03,DTH recharge - Tata Sky,2355.55,Bills & Utilities,UPI,0
2024-07-18,INOX movies,1444.69,Entertainment,UPI,0
2024-10-07,Pizza Hut,87.15,Food,UPI,0
2023-06-07,HDFC car loan EMI,24248.95,EMI & Finance,Credit Card,0
2024-11-25,Ola outstation,951.75,Transport,UPI,0
2023-06-16,Practo consultation,2321.71,Health,Debit Card,0
2024-01-07,Subway,137.3,Food,Credit Card,0
2023-12-14,Diagnostic lab - SRL,485.37,Health,Net Banking,0
2024-09-27,Flipkart order,5033.93,Shopping,UPI,0
2024-07-27,Nykaa skincare,1093.7,Personal Care,UPI,0
2024-10-22,Beauty parlour,501.84,Personal Care,UPI,0
2023-02-27,College fee,3045.57,Education,UPI,0
2024-02-26,PVR Cinemas,304.32,Entertainment,UPI,0
2024-10-15,Books - Amazon,10073.31,Education,UPI,0
2024-05-19,Laundry service - Urban Company,1451.46,Personal Care,UPI,0
2023-07-02,SIP - Groww,5051.45,EMI & Finance,Debit Card,0
2023-08-01,Starbucks,1155.32,Food,UPI,0
2023-05-07,SBI home loan EMI,14731.06,EMI & Finance,Credit Card,0
2024-10-03,Gaming - Steam,302.36,Entertainment,UPI,0
2024-07-23,RedBus ticket,3337.64,Transport,Debit Card,0
2024-06-03,Petrol - HP pump,2471.16,Transport,Debit Card,0
2024-12-30,RedBus ticket,1762.62,Transport,Credit Card,0
2023-02-20,Myntra personal care,550.69,Personal Care,UPI,0
2024-08-03,MedPlus medicine,1566.46,Health,Credit Card,0
2023-08-14,More supermarket,2629.18,Groceries,UPI,0
2024-02-28,PPF deposit,15499.15,EMI & Finance,Cash,0
2024-02-02,Amazon Prime,462.46,Entertainment,UPI,0
2024-05-21,Term insurance premium,17973.72,EMI & Finance,Debit Card,0
2024-09-30,Vi recharge,1740.1,Bills & Utilities,Credit Card,0
2024-07-16,1mg order,4277.28,Health,UPI,0
2023-11-19,Ola outstation,3394.35,Transport,Debit Card,0
2023-11-14,Meesho purchase,416.09,Shopping,Debit Card,0
2024-02-14,Hotstar subscription (unusual),6566.59,Entertainment,Credit Card,1
2023-03-29,1mg order,3430.5,Health,Credit Card,0
2024-09-02,Spencer's retail,1447.86,Shopping,Credit Card,0
2023-06-07,LIC premium,23837.74,EMI & Finance,UPI,0
2024-03-26,Spotify premium,1178.29,Entertainment,UPI,0
2023-04-20,Netmeds delivery,1564.46,Health,UPI,0
2024-05-15,Reliance Digital,4535.17,Shopping,Credit Card,0
2024-10-08,Spencer's retail,3824.06,Shopping,Credit Card,0
2023-02-07,Reliance Digital,7081.51,Shopping,UPI,0
2024-06-17,Dunzo grocery,2647.34,Groceries,Cash,0
2023-05-15,Water tax,310.1,Bills & Utilities,UPI,0
2024-10-03,Big Bazaar,1732.17,Shopping,Debit Card,0
2024-11-12,TATA Power bill,1493.85,Bills & Utilities,Credit Card,0
2024-09-24,Pizza Hut,151.31,Food,UPI,0
2024-10-08,Spencer's retail,6500.19,Shopping,UPI,0
2024-02-03,Beauty parlour,2251.77,Personal Care,UPI,0
2024-06-07,HDFC Life insurance,12161.08,EMI & Finance,Credit Card,0
2023-06-28,BlinkIt vegetables,1791.3,Groceries,Credit Card,0
2023-05-13,Uber ride,2378.24,Transport,UPI,0
2023-09-29,Ola cab,2098.65,Transport,UPI,0
2024-10-23,Manipal hospital,673.01,Health,Credit Card,0
2023-12-08,Petrol - Indian Oil,2432.1,Transport,Cash,0
2024-05-13,Lifestyle store,7599.81,Shopping,Debit Card,0
2023-11-30,Ola outstation,518.25,Transport,Debit Card,0
2024-01-10,Dunzo grocery,1493.33,Groceries,Credit Card,0
2024-11-19,ICICI personal loan EMI,2294.07,EMI & Finance,Credit Card,0
2024-05-04,ICICI personal loan EMI,24206.45,EMI & Finance,UPI,0
2023-02-25,Salon haircut,1621.33,Personal Care,Credit Card,0
2024-03-07,Laundry service - Urban Company,1629.67,Personal Care,UPI,0
2023-09-10,Yoga class fee (unusual),10697.41,Personal Care,UPI,1
2023-10-25,Amazon India,6625.98,Shopping,UPI,0
2024-03-27,Term insurance premium,20920.05,EMI & Finance,UPI,0
2024-11-08,Stationery,11994.61,Education,UPI,0
2024-10-13,BMTC bus pass,1593.31,Transport,UPI,0
2023-04-16,Beauty parlour,899.9,Personal Care,Net Banking,0
2024-04-09,Water tax,2379.58,Bills & Utilities,UPI,0
2023-01-30,HDFC Life insurance,14721.78,EMI & Finance,UPI,0
2023-03-23,HDFC car loan EMI,15346.18,EMI & Finance,Cash,0
2024-04-22,Swiggy Instamart,1066.6,Groceries,UPI,0
2023-06-13,Lifestyle store,2102.52,Shopping,UPI,0
2023-07-09,Airtel recharge,2771.06,Bills & Utilities,UPI,0
2023-02-14,Subway,732.97,Food,Credit Card,0
2024-06-19,Netflix subscription,952.21,Entertainment,Debit Card,0
2024-12-01,Myntra personal care,750.63,Personal Care,Net Banking,0
2023-06-17,Ola cab,3200.16,Transport,Debit Card,0
2023-02-13,DTH recharge - Tata Sky,2017.33,Bills & Utilities,Credit Card,0
2024-03-01,Thyrocare test,4134.81,Health,Debit Card,0
2024-08-05,PPF deposit,24995.89,EMI & Finance,Net Banking,0
2024-01-25,Fortis hospital,3903.45,Health,Credit Card,0
2024-12-04,Sony LIV,934.51,Entertainment,UPI,0
2024-02-08,INOX movies,1472.99,Entertainment,Credit Card,0
2024-06-11,Axis Bank credit card bill,11529.23,EMI & Finance,UPI,0
2024-12-11,Piped gas bill,674.71,Bills & Utilities,Credit Card,0
2024-09-23,INOX movies (unusual),5348.64,Entertainment,UPI,1
2024-03-13,Yoga class fee,1718.78,Personal Care,Debit Card,0
2023-04-04,Apollo pharmacy,2829.94,Health,UPI,0
2024-03-07,SBI credit card payment,19508.28,EMI & Finance,UPI,0
2024-02-08,Beauty parlour,1313.03,Personal Care,Credit Card,0
2024-11-01,Dunkin Donuts,1126.72,Food,UPI,0
2023-10-03,Nykaa beauty,1190.06,Shopping,Debit Card,0
2024-06-22,Piped gas bill,3498.66,Bills & Utilities,Debit Card,0
2024-04-09,RedBus ticket,2410.65,Transport,UPI,0
2023-03-28,Books - Amazon,10662.28,Education,UPI,0
2024-02-20,Dominos Pizza,369.25,Food,UPI,0
2024-10-18,Netmeds delivery,2461.46,Health,Credit Card,0
2024-03-14,Lifestyle store,4208.01,Shopping,UPI,0
2023-03-19,Ajio fashion,3808.5,Shopping,Net Banking,0
2024-07-28,ICICI personal loan EMI,16907.97,EMI & Finance,Debit Card,0
2024-08-15,Myntra personal care,1933.84,Personal Care,Credit Card,0
2024-05-29,Books - Amazon,7435.64,Education,Credit Card,0
2024-10-19,Zomato delivery,829.21,Food,UPI,0
2024-11-01,BYJU's fee,14230.39,Education,Net Banking,0
2024-03-30,Metro card recharge,2779.02,Transport,UPI,0
2023-10-14,Gym membership (unusual),8033.23,Personal Care,Net Banking,1
2023-01-07,Books - Amazon,3696.39,Education,Credit Card,0
2023-04-12,Municipal tax,3033.06,Bills & Utilities,UPI,0
2023-02-25,Swiggy Instamart,2484.67,Groceries,Credit Card,0
2024-09-28,More supermarket,2558.69,Groceries,Cash,0
2023-04-30,IndiGo flight,2427.97,Transport,UPI,0
2024-05-18,Croma electronics,5112.3,Shopping,UPI,0
2024-04-21,PPF deposit,7434.96,EMI & Finance,Credit Card,0
2023-11-04,LinkedIn Learning,10948.12,Education,Debit Card,0
2023-11-08,Cult.fit subscription,1369.65,Personal Care,Debit Card,0
2024-02-24,INOX movies,1250.4,Entertainment,Debit Card,0
2024-10-05,McDonald's,1071.81,Food,UPI,0
2023-12-25,Nykaa beauty,835.72,Shopping,Credit Card,0
2024-12-21,Ola cab,2185.03,Transport,UPI,0
2023-03-27,Croma electronics,4312.77,Shopping,Credit Card,0
2024-12-10,Nykaa skincare,470.21,Personal Care,UPI,0
2024-12-26,Vi recharge,1390.91,Bills & Utilities,UPI,0
2024-03-25,JioMart,338.49,Groceries,Net Banking,0
2024-10-16,College fee,825.96,Education,Debit Card,0
2024-07-29,INOX movies,372.38,Entertainment,UPI,0
2024-04-10,Reliance Digital,216.81,Shopping,UPI,0
2024-01-12,Laundry service - Urban Company,961.71,Personal Care,UPI,0
2024-06-19,Gym membership,1428.64,Personal Care,Debit Card,0
2024-04-29,Hotstar subscription,883.77,Entertainment,Credit Card,0
2024-05-12,BSNL broadband,409.12,Bills & Utilities,UPI,0
2023-11-09,BSNL broadband,1332.8,Bills & Utilities,Debit Card,0
2024-11-06,Pizza Hut,271.39,Food,UPI,0
2023-02-27,Swiggy Instamart,769.22,Groceries,Net Banking,0
2023-12-23,DTH recharge - Dish TV,2938.22,Bills & Utilities,Net Banking,0
2024-05-18,BMTC bus pass,2407.67,Transport,UPI,0
2024-01-10,Doctor consultation fee,3995.0,Health,UPI,0
2024-12-09,Udemy course,3831.61,Education,Net Banking,0
2023-04-16,Haldiram's,618.26,Food,UPI,0
2023-09-27,Airtel recharge,1013.87,Bills & Utilities,Credit Card,0
2023-09-30,Zepto delivery,435.38,Groceries,Credit Card,0
2024-11-18,Unacademy Plus,10837.76,Education,UPI,0
2024-05-13,Metro card recharge,487.0,Transport,Debit Card,0
2024-07-03,Fortis hospital,869.47,Health,UPI,0
2024-03-30,Fortis hospital,4103.81,Health,UPI,0
2023-05-20,Swiggy order,360.68,Food,Debit Card,0
2024-08-15,Starbucks,611.54,Food,Cash,0
2023-09-28,McDonald's,932.85,Food,UPI,0
2023-07-25,Ajio fashion,2701.19,Shopping,Cash,0
2024-09-07,Local dhaba,1100.9,Food,Credit Card,0
2023-12-23,Books - Amazon,5392.45,Education,Credit Card,0
2024-04-24,Laundry service - Urban Company,1404.69,Personal Care,UPI,0
2024-07-02,Society maintenance,2592.38,Bills & Utilities,UPI,0
2024-09-21,GeeksForGeeks premium,2081.28,Education,Credit Card,0
2024-08-22,BookMyShow movie,1251.74,Entertainment,UPI,0
2023-12-08,Swiggy order,357.08,Food,Credit Card,0
2024-03-15,DMart grocery,3582.95,Shopping,UPI,0
2024-06-04,Haldiram's,971.09,Food,Net Banking,0
2023-11-24,PVR Cinemas,1223.75,Entertainment,Debit Card,0
2024-10-06,Uber ride,1833.15,Transport,UPI,0
2023-04-01,Rapido bike,2148.93,Transport,Credit Card,0
2024-11-14,Term insurance premium,13048.51,EMI & Finance,Credit Card,0
2023-02-10,Amazon Prime,1006.56,Entertainment,UPI,0
2024-02-12,BigBasket order,2779.35,Groceries,Cash,0
2024-08-12,Udemy course,11578.72,Education,Cash,0
2024-02-27,Ola cab,2334.69,Transport,Credit Card,0
2024-12-11,BMTC bus pass,1408.94,Transport,UPI,0
2023-10-26,DMart grocery,1272.98,Shopping,Credit Card,0
2024-11-02,BlinkIt vegetables,2647.65,Groceries,UPI,0
2023-03-19,Nykaa skincare,1051.97,Personal Care,Debit Card,0
2024-11-24,Zee5 subscription,911.25,Entertainment,UPI,0
2024-05-02,Jio recharge,373.33,Bills & Utilities,UPI,0
2023-09-13,Burger King (unusual),5742.14,Food,Debit Card,1
2024-05-08,Doctor consultation fee,4104.46,Health,UPI,0
2023-09-12,LinkedIn Learning,640.99,Education,Debit Card,0
2024-06-24,Gaming - Steam (unusual),7315.76,Entertainment,Credit Card,1
2024-04-11,SBI credit card payment,14694.1,EMI & Finance,Credit Card,0
2023-01-31,Nykaa beauty,6748.28,Shopping,UPI,0
2024-04-13,LIC premium,21789.2,EMI & Finance,Debit Card,0
2024-04-24,INOX movies,713.98,Entertainment,UPI,0
2023-12-15,Salon haircut,1279.54,Personal Care,Cash,0
2023-01-02,More supermarket,2018.13,Groceries,Debit Card,0
2023-10-22,BookMyShow movie,384.19,Entertainment,Credit Card,0
2023-02-23,Fortis hospital,3894.88,Health,Credit Card,0
2024-07-09,Lifestyle store,4463.06,Shopping,UPI,0
2024-06-19,Ajio fashion,7481.79,Shopping,Net Banking,0
2024-01-22,Uber ride,4386.64,Transport,Net Banking,0
2023-11-02,Yoga class fee,535.5,Personal Care,Debit Card,0
2024-07-26,Local kirana store,1499.06,Groceries,Debit Card,0
2023-04-11,Petrol - HP pump,3367.28,Transport,UPI,0
2023-04-21,Rapido bike (unusual),12484.49,Transport,Debit Card,1
2023-11-26,DMart grocery,2408.41,Shopping,UPI,0
2023-11-23,SIP - Groww,17440.88,EMI & Finance,Debit Card,0
2024-03-29,Gym membership,1961.66,Personal Care,UPI,0
2023-11-21,Myntra personal care,569.6,Personal Care,Credit Card,0
2023-12-13,Salon haircut,2096.9,Personal Care,UPI,0
2023-03-09,BigBasket order,2444.38,Groceries,UPI,0
2023-11-24,BYJU's fee,12780.93,Education,Credit Card,0
2024-05-16,Starbucks,798.76,Food,UPI,0
2024-09-24,Salon haircut (unusual),12096.34,Personal Care,Debit Card,1
2024-12-09,Myntra personal care,1497.39,Personal Care,Credit Card,0
2024-10-24,BigBasket order,2852.11,Groceries,Net Banking,0
2024-02-07,Dunzo grocery,893.82,Groceries,UPI,0
2024-10-28,DTH recharge - Tata Sky,1874.75,Bills & Utilities,UPI,0
2023-03-27,Udemy course,882.29,Education,UPI,0
2023-05-30,Kotak credit card,15424.32,EMI & Finance,Credit Card,0
2023-06-14,More supermarket,910.76,Groceries,UPI,0
2024-07-17,BMTC bus pass,2312.13,Transport,Debit Card,0
2024-11-20,Dominos Pizza,637.68,Food,UPI,0
2024-08-26,IndiGo flight,3807.96,Transport,UPI,0
2023-07-30,Petrol - HP pump,1174.69,Transport,Debit Card,0
2024-04-09,Air India ticket,1375.93,Transport,Debit Card,0
2024-01-16,Society maintenance,1457.38,Bills & Utilities,Credit Card,0
2023-09-27,1mg order,2323.25,Health,Cash,0
2024-08-04,Myntra clothes,7822.5,Shopping,Cash,0
2024-11-21,Barbeque Nation,457.57,Food,UPI,0
2023-10-05,PPF deposit,15159.64,EMI & Finance,UPI,0
2023-11-10,YouTube Premium,525.02,Entertainment,UPI,0
2024-07-04,Water tax,583.2,Bills & Utilities,UPI,0
2023-08-24,Blinkit grocery,1113.54,Groceries,Credit Card,0
2023-07-17,Big Bazaar,7058.79,Shopping,UPI,0
2023-09-14,Petrol - HP pump,2142.15,Transport,UPI,0
2023-10-24,Coaching institute fee,9885.04,Education,UPI,0
2024-03-25,Salon haircut,687.36,Personal Care,UPI,0
2023-04-24,McDonald's,1182.38,Food,Credit Card,0
2023-06-24,Subway (unusual),4486.52,Food,UPI,1
2024-12-15,Meesho purchase,4821.65,Shopping,Debit Card,0
2024-01-19,Meesho purchase,232.61,Shopping,Net Banking,0
2023-04-16,Laundry service - Urban Company,982.45,Personal Care,UPI,0
2024-02-16,Cafe Coffee Day,138.47,Food,Debit Card,0
2023-06-25,Lifestyle store,6471.22,Shopping,Credit Card,0
2023-04-03,BYJU's fee,7221.89,Education,Credit Card,0
2024-07-21,Meesho purchase,1650.85,Shopping,UPI,0
2024-10-21,Zepto delivery,2760.29,Groceries,Credit Card,0
2023-07-23,Salon haircut (unusual),7251.95,Personal Care,Cash,1
2023-05-28,Nykaa skincare,528.26,Personal Care,UPI,0
2023-09-07,Beauty parlour,841.24,Personal Care,Debit Card,0
2023-04-19,GeeksForGeeks premium,2207.15,Education,UPI,0
2024-02-09,PPF deposit,17497.47,EMI & Finance,Credit Card,0
2023-06-27,Dunzo grocery,2032.22,Groceries,UPI,0
2024-08-14,LinkedIn Learning,7514.52,Education,Cash,0
2024-06-22,Piped gas bill,2209.19,Bills & Utilities,UPI,0
2023-04-08,Term insurance premium,14031.37,EMI & Finance,Debit Card,0
2024-08-08,Netmeds delivery,1599.4,Health,Net Banking,0
2023-11-25,Gym membership,2401.35,Personal Care,Credit Card,0
2024-08-27,Dunkin Donuts,731.72,Food,UPI,0
2024-03-27,Ola cab,2604.59,Transport,UPI,0
2024-01-04,Dunzo grocery,2607.91,Groceries,UPI,0
2023-03-13,Vi recharge,969.03,Bills & Utilities,Credit Card,0
2024-05-26,Haldiram's,90.58,Food,UPI,0
2023-05-22,DMart grocery,4422.56,Shopping,Debit Card,0
2024-05-01,Fortis hospital,2771.08,Health,Credit Card,0
2024-05-19,JioMart,2293.58,Groceries,Credit Card,0
2024-09-19,Yoga class fee,2380.1,Personal Care,Net Banking,0
2023-10-12,SBI home loan EMI,4087.92,EMI & Finance,Debit Card,0
2023-05-07,Metro card recharge,3020.76,Transport,Debit Card,0
2023-07-14,Uber ride,692.72,Transport,Net Banking,0
2024-07-05,Starbucks,472.91,Food,UPI,0
2024-12-08,More supermarket,1363.3,Groceries,Debit Card,0
2023-01-27,Gym membership,1531.27,Personal Care,UPI,0
2024-08-21,Salon haircut,1895.14,Personal Care,UPI,0
2024-05-17,DTH recharge - Dish TV,3315.5,Bills & Utilities,Credit Card,0
2024-09-23,Mutual fund SIP - Zerodha,9326.19,EMI & Finance,UPI,0
2023-10-04,Apollo pharmacy,4823.69,Health,UPI,0
2023-01-10,Gaming - Steam,454.82,Entertainment,UPI,0
2024-11-10,SIP - Groww,23480.28,EMI & Finance,UPI,0
2024-12-25,Rapido bike,3197.08,Transport,Credit Card,0
2024-11-06,IndiGo flight,2988.66,Transport,Credit Card,0
2023-03-28,Nykaa beauty,2185.33,Shopping,UPI,0
2024-10-05,IndiGo flight,400.66,Transport,UPI,0
2024-03-31,Society maintenance,2327.33,Bills & Utilities,UPI,0
2024-02-11,Doctor consultation fee,3755.19,Health,Net Banking,0
2024-05-11,PPF deposit,5098.84,EMI & Finance,Net Banking,0
2024-08-20,Term insurance premium,12162.33,EMI & Finance,Credit Card,0
2023-02-15,Zomato delivery,693.24,Food,UPI,0
2024-02-28,Unacademy Plus,6736.01,Education,Net Banking,0
2023-02-16,Nykaa beauty,6724.13,Shopping,Debit Card,0
2024-07-14,Swiggy order,721.44,Food,UPI,0
2023-09-09,DTH recharge - Dish TV,775.14,Bills & Utilities,Debit Card,0
2023-07-17,YouTube Premium,160.44,Entertainment,Net Banking,0
2023-07-06,RedBus ticket,2994.02,Transport,UPI,0
2024-01-26,Beauty parlour,1645.57,Personal Care,UPI,0
2023-06-26,Thyrocare test,2162.23,Health,Credit Card,0
2023-05-08,SBI home loan EMI,21913.36,EMI & Finance,UPI,0
2024-08-08,SBI home loan EMI,11012.75,EMI & Finance,UPI,0
2024-08-10,Term insurance premium,10453.9,EMI & Finance,Debit Card,0
2023-06-07,Sony LIV,797.25,Entertainment,Net Banking,0
2023-09-06,Local dhaba,1096.04,Food,Credit Card,0
2023-08-21,Zepto delivery,2591.92,Groceries,UPI,0
2024-07-20,BYJU's fee,4477.51,Education,Cash,0
2023-11-25,Mutual fund SIP - Zerodha,15752.11,EMI & Finance,Credit Card,0
2023-02-15,Beauty parlour,648.17,Personal Care,Credit Card,0
2024-07-17,Beauty parlour (unusual),8881.85,Personal Care,UPI,1
2023-04-29,Stationery,2936.77,Education,UPI,0
2023-01-11,Doctor consultation fee,4832.01,Health,UPI,0
2023-07-31,Manipal hospital,3741.4,Health,UPI,0
2023-06-19,Salon haircut,1304.41,Personal Care,UPI,0
2024-05-24,Coaching institute fee,4972.12,Education,UPI,0
2023-08-07,Books - Amazon,14114.39,Education,UPI,0
2024-05-20,Sony LIV,1230.24,Entertainment,Credit Card,0
2024-07-02,RedBus ticket,907.0,Transport,UPI,0
2024-10-03,JioMart,618.77,Groceries,UPI,0
2023-09-20,Gym membership,1666.34,Personal Care,UPI,0
2023-05-24,Stationery,2659.64,Education,Net Banking,0
2023-07-28,Mutual fund SIP - Zerodha,8337.89,EMI & Finance,Credit Card,0
2024-09-19,Netflix subscription,949.07,Entertainment,UPI,0
2023-07-27,SBI credit card payment,12413.43,EMI & Finance,UPI,0
2024-01-10,IndiGo flight,1676.88,Transport,Credit Card,0
2023-01-04,Diagnostic lab - SRL,724.0,Health,Cash,0
2024-03-22,Air India ticket,2653.66,Transport,UPI,0
